-0.967737	-0.389191
0.288148	0.302344
-0.771421	0.645762
-0.969158	0.2951
-0.512239	-0.172872
0.487479	-0.853878
-0.461637	-0.212922
-0.439374	-0.319943
-0.123874	0.443239
0.481115	0.201429
0.120899	-0.475191
-0.362963	0.383171
0.286719	0.319811
0.104784	1.04437
0.441844	0.153919
0.103436	1.01843
-0.597912	-0.805874
0.148713	0.426435
0.499686	-0.116857
-0.32662	-0.327024
-0.540778	-0.821816
0.779179	-0.582378
-0.678727	-0.767642
0.319869	-0.441113
-0.290573	-0.440269
-0.134843	-1.00351
-0.483437	-0.0980075
-0.980132	0.125747
-0.217222	-0.915437
0.461827	0.30915
-0.503084	0.921952
0.291161	0.414947
-0.305788	-0.329224
0.142852	-0.957992
0.526049	-0.0664124
-0.446208	-0.8669
-0.209819	0.435217
-0.594609	-0.758756
1.03924	0.0554896
0.296104	-0.439568
0.715243	0.714993
-0.466257	0.0180194
0.280459	0.525215
-0.0791198	-0.484608
-0.242334	-0.47155
0.56978	0.00964565
0.390442	-0.346972
0.641809	0.779053
-0.894198	0.395525
0.576457	-0.895176
0.0923801	0.624871
-0.94045	-0.25408
0.846305	0.363605
-0.745849	0.626492
0.233692	0.520007
0.00828118	0.963418
0.168925	0.89424
0.0131941	0.548905
0.786509	0.567549
0.178998	0.430685
-0.0597904	0.486457
0.470954	0.0315744
-0.514515	0.00336184
0.560717	-0.824832
-0.279218	0.891162
1.03279	0.331508
-0.382443	-1.02188
0.453568	0.205755
-0.898618	0.348589
-0.48967	-0.801454
-0.301995	-0.380079
0.335284	0.232094
-0.142733	0.891713
-0.834033	-0.556019
-1.00341	0.130539
0.93449	0.428492
0.504057	-0.0310886
0.0701368	0.448685
0.49806	-0.988128
0.550461	-0.13031
-0.531645	-0.207856
-0.993352	-0.286714
-0.149218	0.466918
-0.719027	-0.631414
0.138056	0.932118
-0.618075	-0.830712
0.174974	0.925017
-0.52897	-0.883178
-0.836173	-0.634349
-1.03302	0.241746
-0.337487	-0.867133
-0.491299	0.141236
0.351292	0.343557
0.87517	0.54217
-0.472644	0.251274
0.522562	0.117209
0.129071	0.498193
1.03448	-0.0951702
-0.266627	1.0222
-0.519101	0.139923
0.260371	0.423627
0.146656	-1.01882
-0.726548	-0.528924
-0.387781	-0.939697
0.475288	-0.016465
0.717273	-0.728923
1.00552	-0.126728
0.0275485	0.565699
0.519673	0.0939753
-0.32402	0.433449
-1.02181	-0.175606
0.37521	0.285106
-0.000640545	1.06601
-0.429432	-0.181392
-0.237152	0.410768
-0.335133	-0.378282
-0.794946	-0.637244
0.982342	-0.022998
0.158742	0.91271
-0.941982	0.187772
0.483678	0.0551453
0.0971044	0.967336
0.867722	0.559605
0.509866	-0.274409
0.600214	0.794836
-0.932856	-0.459195
0.533652	-0.771653
-0.964972	0.301583
-0.938091	-0.321043
-0.227097	0.99737
-0.342772	-0.428075
0.482837	0.022757
0.0345486	0.994313
-0.447835	0.0985157
0.584755	0.0531966
-0.269517	0.494186
0.472805	-0.146258
-0.140936	-1.00057
-0.0304931	0.946731
-0.411785	0.912587
